airline,airport1,airport2,cnt
XE,ORD,RDU,22
XE,ORD,PVD,12
XE,IAH,XNA,169
XE,AUS,IAH,114
XE,OMA,ORD,48
XE,CLT,ORD,8
XE,OKC,EWR,48
XE,IAH,LFT,382
XE,GSO,ORD,63
XE,BPT,IAH,2
XE,IAH,IND,139
XE,BIS,ORD,56
XE,EWR,CVG,200
XE,ORD,DSM,57
XE,ICT,IAH,234
XE,MKE,EWR,144
XE,CLE,RIC,134
XE,CMH,IAD,90
B6,BOS,PBI,272
B6,LGB,SFO,204
B6,BUR,JFK,108
B6,JAX,JFK,145
B6,BUF,RSW,56
B6,HPN,TPA,56
B6,FLL,SJU,135
B6,PHX,LGB,1
B6,IAD,LGB,56
B6,AUS,JFK,123
B6,EWR,TPA,56
B6,JFK,OAK,69
B6,BDL,MCO,112
B6,EWR,PBI,112
B6,IAD,OAK,24
B6,EWR,FLL,280
B6,BOS,RSW,324
B6,JFK,PDX,24
B6,JFK,SLC,56
B6,FLL,RDU,56
B6,BQN,JFK,81
B6,BOS,SFO,104
B6,MCO,RIC,56
B6,LAS,LGB,264
B6,LGB,PDX,106
B6,AUS,FLL,56
B6,FLL,LGB,50
B6,BOS,IAD,286
B6,MCO,PSE,56
B6,BOS,BWI,246
B6,FLL,HPN,168
B6,DEN,JFK,56
B6,BOS,CLT,121
B6,BUR,LAS,56
B6,BOS,SAN,56
B6,JFK,MCO,470
B6,JFK,SAN,104
B6,HPN,MCO,216
B6,LGB,SEA,152
B6,JFK,SYR,189
B6,MCO,SWF,56
B6,BOS,RIC,104
B6,LGB,SMF,112
B6,JFK,PWM,167
B6,BOS,JAX,56
B6,LGB,OAK,169
B6,IAD,JFK,103
B6,LGA,MCO,112
B6,FLL,RIC,56
B6,JFK,SFO,92
B6,DCA,FLL,56
B6,DCA,MCO,56
B6,HOU,JFK,98
B6,AUS,BOS,56
B6,MCO,PWM,56
B6,BOS,BUF,124
B6,AUS,LGB,56
B6,BOS,SJC,34
B6,BTV,JFK,200
B6,BOS,SJU,135
B6,MCO,SYR,80
B6,LGA,PBI,112
B6,JFK,PIT,112
B6,BOS,JFK,379
B6,JFK,LGB,100
B6,BOS,MSY,46
B6,JFK,ORD,108
B6,PSE,JFK,46
B6,BOS,SRQ,60
B6,BDL,FLL,112
B6,HPN,RSW,101
B6,FLL,LGA,278
B6,BOS,DEN,88
B6,EWR,MCO,280
B6,JFK,MSY,147
B6,BUF,MCO,80
B6,AUS,SFO,56
B6,BQN,MCO,46
B6,BOS,ORD,148
B6,JFK,RDU,147
B6,JFK,PHX,88
B6,JFK,TPA,235
B6,BUF,JFK,368
B6,FLL,JFK,522
B6,BOS,PIT,128
B6,BOS,LGB,35
B6,BUF,FLL,56
B6,JFK,SMF,32
B6,BOS,TPA,260
B6,AUS,MCO,56
B6,JFK,ROC,184
B6,FLL,IAD,124
B6,BOS,SEA,48
B6,JFK,SEA,44
B6,BOS,DCA,376
B6,IAD,MCO,160
B6,JFK,LAS,184
B6,CLT,JFK,147
B6,LGB,SLC,168
B6,JFK,LAX,148
B6,BTV,MCO,56
B6,MCO,SJU,259
B6,BOS,LAX,104
B6,BOS,MCO,388
B6,LGB,ORD,56
B6,JFK,SRQ,112
B6,FLL,SFO,32
B6,BOS,FLL,360
B6,JFK,SJC,40
B6,FLL,SWF,56
B6,JFK,RSW,276
B6,JFK,PBI,408
B6,BOS,PHX,56
B6,HPN,PBI,172
B6,EWR,RSW,112
B6,JFK,SJU,258
B6,BOS,RDU,216
B6,BOS,LAS,72
MQ,IND,MIA,112
MQ,LGA,ATL,368
MQ,LAX,FAT,264
MQ,DFW,MOB,168
MQ,ORD,MQT,56
MQ,BOS,LGA,350
MQ,ORD,CID,142
MQ,ORD,OKC,214
MQ,ORD,MDT,160
MQ,DFW,MGM,160
MQ,DFW,CHS,168
MQ,DAY,ORD,158
MQ,CLE,MIA,112
MQ,XNA,DFW,387
MQ,JFK,BOS,280
MQ,FAY,DFW,112
MQ,MEM,MIA,112
MQ,CLE,DFW,224
MQ,GSO,MIA,112
MQ,MIA,CMH,168
MQ,ORD,ROC,214
MQ,ELP,ORD,112
MQ,DFW,GPT,168
MQ,DCA,RDU,382
MQ,JFK,BWI,56
MQ,CLE,ORD,314
MQ,DFW,HOU,372
MQ,BMI,ORD,112
MQ,GRB,DFW,2
MQ,SAN,LAX,656
MQ,CHA,DFW,56
MQ,ORD,ATL,370
MQ,LBB,DFW,272
MQ,ABE,ORD,158
MQ,DFW,MLU,18
MQ,ORD,BDL,214
MQ,MTJ,DFW,40
MQ,DFW,AEX,168
MQ,DFW,SPS,50
MQ,ORD,LIT,220
MQ,ORD,BUF,214
MQ,TXK,DFW,112
MQ,DFW,FWA,112
MQ,BHM,MIA,112
MQ,LAX,DEN,224
MQ,ORD,MSP,268
MQ,LGA,DTW,258
MQ,ORF,MIA,112
MQ,AZO,ORD,166
MQ,ORD,FNT,34
MQ,BWI,ORD,213
MQ,PIT,ORD,268
MQ,ORD,PNS,16
MQ,CHS,MIA,112
MQ,MKE,DFW,274
MQ,ORD,MTJ,8
MQ,ORD,HDN,8
MQ,MCI,ORD,166
MQ,SGF,ORD,160
MQ,BNA,MIA,112
MQ,DFW,PNS,276
MQ,DFW,LIT,550
MQ,LAX,SJC,328
MQ,TVC,ORD,104
MQ,MSN,ORD,114
MQ,DFW,TYR,110
MQ,DFW,MAF,168
MQ,GRR,ORD,104
MQ,SHV,DFW,156
MQ,BNA,LGA,110
MQ,LEX,DFW,168
MQ,MQT,TVC,48
MQ,ORD,CMI,306
MQ,ORD,CMH,509
MQ,RNO,LAX,168
MQ,GRB,MQT,48
MQ,CMH,JFK,112
MQ,LEX,ORD,112
MQ,CVG,JFK,57
MQ,ORD,XNA,340
MQ,ATL,MIA,112
MQ,ORD,CHA,104
MQ,IAH,ORD,220
MQ,RDU,JFK,224
MQ,MKE,ORD,34
MQ,CRW,ORD,104
MQ,ICT,ORD,164
MQ,DFW,RAP,56
MQ,ORD,AVP,112
MQ,DFW,PIA,150
MQ,DFW,CYS,56
MQ,DFW,AGS,112
MQ,LAX,SAF,56
MQ,DFW,JAN,440
MQ,EWR,ORD,208
MQ,ORD,JFK,39
MQ,DCA,ORD,149
MQ,CLL,DFW,56
MQ,ORD,RIC,252
MQ,LSE,ORD,56
MQ,CMI,DFW,56
MQ,RDU,LGA,479
MQ,PIT,JFK,56
MQ,DFW,LFT,168
MQ,DFW,EVV,112
MQ,GSP,DFW,216
MQ,MIA,JAX,112
MQ,DFW,SDF,56
MQ,DFW,BTR,438
MQ,CVG,DFW,273
MQ,ORD,DBQ,48
MQ,TYS,MIA,112
MQ,IND,JFK,56
MQ,SAT,ORD,56
MQ,FAR,ORD,158
MQ,CVG,ORD,262
MQ,GGG,DFW,56
MQ,TUL,DFW,56
MQ,LGA,CLE,156
MQ,BNA,ORD,379
MQ,JFK,ORF,56
MQ,ORD,RDU,112
MQ,FSD,ORD,158
MQ,JAX,ORD,168
MQ,DFW,MHK,168
MQ,DFW,CMH,168
MQ,RST,ORD,110
MQ,TLH,MIA,144
MQ,GJT,DFW,150
MQ,MHK,ORD,56
MQ,ROW,DFW,160
MQ,ORD,DTW,390
MQ,GRR,DFW,148
MQ,LCH,DFW,112
MQ,MEM,ORD,160
MQ,SBA,LAX,272
MQ,ORD,DEN,160
MQ,SAV,DFW,112
MQ,EVV,ORD,166
MQ,CVG,MIA,168
MQ,DFW,GUC,116
MQ,ORD,ABQ,112
MQ,ORD,CLT,212
MQ,DFW,VPS,276
MQ,TRI,ORD,112
MQ,DFW,FSM,112
MQ,ACT,DFW,100
MQ,PIT,MIA,112
MQ,PNS,MIA,112
MQ,DFW,FSD,112
MQ,MSP,LGA,216
MQ,AMA,DFW,179
MQ,DFW,CRP,434
MQ,ORD,HSV,104
MQ,ORD,OMA,220
MQ,TYS,ORD,206
MQ,DFW,LRD,216
MQ,DFW,ABI,382
MQ,ORD,AUS,56
MQ,MIA,RIC,112
MQ,CLT,MIA,224
MQ,DFW,CAE,168
MQ,MLI,ORD,56
MQ,TOL,ORD,48
MQ,DCA,BNA,253
MQ,DSM,DFW,326
MQ,JFK,STL,56
MQ,DFW,SAF,112
MQ,BRO,DFW,112
MQ,DFW,GRK,234
MQ,DFW,CID,264
MQ,JFK,CLE,56
MQ,ORD,GRB,216
MQ,CLT,LGA,270
MQ,DFW,TLH,56
MQ,TUL,ORD,156
MQ,DFW,DAY,56
MQ,DFW,BMI,56
MQ,LGA,XNA,120
MQ,ORD,SLC,168
MQ,FWA,ORD,148
MQ,DFW,MLI,104
MQ,DFW,CSG,112
MQ,DFW,MSN,150
MQ,LAX,MRY,160
MQ,ORD,SYR,206
MQ,ORD,IND,236
MQ,DFW,TYS,269
MQ,ORD,PHL,260
MQ,MIA,SDF,112
MQ,LGA,CMH,248
MQ,SGF,DFW,434
MQ,DCA,JFK,280
MQ,ORD,SPI,98
MQ,MSY,ORD,19
MQ,ORD,DSM,254
MQ,CRW,LGA,48
MQ,DFW,GSO,112
WN,OKC,STL,90
WN,SDF,TPA,56
WN,FLL,LAS,56
WN,BOI,LAS,112
WN,BNA,BWI,364
WN,BWI,MHT,412
WN,LAS,SEA,220
WN,JAX,LAS,56
WN,ABQ,LAX,189
WN,DEN,MSP,210
WN,BWI,CLE,154
WN,DEN,MSY,108
WN,OKC,PHX,112
WN,MDW,SAN,168
WN,PHL,PIT,286
WN,OAK,SAN,644
WN,DAL,LBB,312
WN,MDW,SAT,100
WN,MDW,ORF,104
WN,LAS,PDX,168
WN,DEN,PHL,160
WN,PHX,RNO,152
WN,MDW,RSW,148
WN,DEN,PHX,476
WN,PHL,TPA,168
WN,BNA,MDW,357
WN,AUS,FLL,56
WN,DAL,MCI,521
WN,MDW,RDU,158
WN,JAN,MDW,56
WN,AUS,LAX,101
WN,AUS,LAS,168
WN,DTW,PHX,56
WN,PHX,TPA,56
WN,CLE,LAS,56
WN,JAN,MCO,56
WN,MDW,OMA,259
WN,MSY,PHX,56
WN,AMA,DAL,321
WN,BNA,RSW,36
WN,DEN,LAX,419
WN,BWI,TPA,326
WN,LAS,SNA,427
WN,BOI,GEG,148
WN,LAS,PVD,56
WN,DEN,LAS,486
WN,ALB,LAS,56
WN,GEG,LAS,112
WN,PHX,SLC,368
WN,ONT,PHX,414
WN,AUS,HOU,256
WN,LAS,MCO,112
WN,LAS,MCI,215
WN,RNO,SJC,157
WN,LAS,PHL,56
WN,MCO,MDW,372
WN,BWI,MDW,312
WN,LAS,PHX,759
WN,BNA,LAX,104
WN,HOU,OAK,100
WN,ALB,MDW,111
WN,ABQ,HOU,152
WN,FLL,JAX,270
WN,BUF,PHX,56
WN,MDW,MSP,432
WN,BDL,FLL,56
WN,SAN,SMF,586
WN,LAX,MCI,103
WN,BHM,HOU,104
WN,BWI,JAX,221
WN,ISP,RSW,36
WN,DEN,HOU,220
WN,HOU,MDW,311
WN,BWI,JAN,56
WN,MDW,SEA,102
WN,BUF,MCO,184
WN,MKE,TPA,56
WN,SEA,STL,56
WN,HOU,LIT,56
WN,LAS,TPA,104
WN,BWI,MCI,103
WN,BWI,MCO,392
WN,AUS,HRL,56
WN,RDU,STL,56
WN,PBI,PHL,112
WN,BNA,DEN,156
WN,DEN,GEG,108
WN,BHM,STL,56
WN,LAX,SMF,422
WN,MCO,RDU,168
WN,ABQ,TUS,112
WN,DEN,IND,160
WN,SAT,TPA,56
WN,MDW,PDX,48
WN,ALB,FLL,56
WN,DEN,RDU,56
WN,ABQ,PHX,456
WN,AMA,DEN,111
WN,CRP,HOU,248
WN,DEN,SEA,165
WN,SAN,SAT,104
WN,DAL,HOU,1286
WN,CMH,TPA,112
WN,RNO,SEA,56
WN,BWI,SDF,158
WN,PDX,SLC,104
WN,ELP,HOU,156
WN,BUF,TPA,92
WN,DAL,STL,413
WN,DEN,ONT,112
WN,GEG,SEA,144
WN,MCI,MDW,488
WN,FLL,PVD,120
WN,FLL,MCO,275
WN,MDW,SFO,109
WN,ABQ,ELP,56
WN,PDX,PHX,158
WN,MCO,RSW,224
WN,PHL,PHX,56
WN,ONT,SMF,415
WN,BWI,PIT,156
WN,BUR,SMF,405
WN,OAK,SLC,208
WN,LAS,STL,168
WN,DEN,SNA,157
WN,ELP,SAN,56
WN,MCO,MHT,168
WN,ELP,SAT,152
WN,PHL,RDU,160
WN,ABQ,MAF,56
WN,BWI,LIT,56
WN,MCO,PIT,120
WN,AUS,LBB,94
WN,CMH,STL,96
WN,BHM,MSY,101
WN,HOU,JAN,160
WN,BWI,PBI,204
WN,FLL,TPA,426
WN,BHM,DAL,159
WN,HOU,JAX,56
WN,DEN,FLL,111
WN,MDW,ONT,56
WN,SMF,SNA,326
WN,PHL,STL,104
WN,BUR,SJC,410
WN,PHX,PVD,56
WN,LAS,OAK,439
WN,OAK,SEA,303
WN,LAX,RNO,157
WN,BNA,MSY,158
WN,BNA,PHL,104
WN,BOS,MDW,265
WN,LAS,MKE,112
WN,MCI,STL,244
WN,SEA,SLC,152
WN,BNA,PHX,152
WN,ABQ,SLC,56
WN,BUR,LAS,596
WN,PHX,SMF,303
WN,MCI,MCO,168
WN,JAX,PHL,56
WN,MCO,STL,204
WN,BNA,TPA,215
WN,LAS,SFO,379
WN,MSP,PHX,112
WN,PHX,PIT,56
WN,BWI,FLL,252
WN,BWI,RDU,312
WN,SFO,SNA,320
WN,BWI,CMH,206
WN,PHX,SDF,56
WN,ABQ,LBB,56
WN,MHT,PHL,203
WN,MCI,OAK,56
WN,ISP,PBI,168
WN,RSW,STL,56
WN,DEN,MDW,480
WN,BUR,PHX,417
WN,MHT,PHX,56
WN,BNA,SAN,56
WN,MDW,SJC,56
WN,DEN,SJC,152
WN,BNA,MCO,270
WN,BNA,MCI,159
WN,HOU,PHX,205
WN,MDW,STL,464
WN,ABQ,SEA,111
WN,RDU,TPA,158
WN,HOU,PHL,56
WN,MHT,TPA,113
WN,BNA,JAX,158
WN,MDW,SMF,56
WN,BNA,DTW,104
WN,CLE,MDW,320
WN,CMH,MDW,311
WN,ABQ,PDX,56
WN,SAN,SFO,464
WN,HOU,OKC,206
WN,DTW,STL,100
WN,BOI,OAK,106
WN,BHM,PHX,56
WN,OAK,RNO,157
WN,BWI,IND,158
WN,DAL,MAF,310
WN,MDW,PIT,213
WN,DEN,OMA,160
WN,OMA,STL,147
WN,LAS,LBB,56
WN,ALB,MCO,168
WN,ABQ,MCO,56
WN,RNO,SAN,109
WN,MCO,MKE,112
WN,AUS,PHX,206
WN,PDX,RNO,104
WN,DAL,LIT,316
WN,OMA,PHX,112
WN,BHM,MDW,100
WN,RNO,SLC,56
WN,AUS,SAN,104
WN,MDW,SLC,108
WN,DAL,SAT,709
WN,MDW,SNA,56
WN,BNA,LAS,112
WN,BOI,DEN,112
WN,FLL,MCI,56
WN,HOU,MAF,99
WN,DEN,RNO,89
WN,SAN,STL,56
WN,DEN,SFO,208
WN,BOS,DEN,112
WN,LAX,SLC,165
WN,STL,TPA,112
WN,LAS,SLC,361
WN,HOU,MSY,521
WN,MCO,ORF,112
WN,MDW,OAK,111
WN,LAS,MDW,439
WN,MSY,TPA,160
WN,ABQ,SAN,111
WN,DEN,TPA,112
WN,HOU,SAN,104
WN,PHX,SEA,213
WN,HOU,SAT,257
WN,BWI,LAX,56
WN,IAD,MDW,304
WN,BWI,LAS,160
WN,GEG,OAK,107
WN,BWI,ORF,208
WN,OAK,PDX,300
WN,BHM,JAX,56
WN,BOS,BWI,417
WN,ISP,TPA,140
WN,DEN,DTW,112
WN,AMA,LAS,56
WN,BWI,SAN,110
WN,DAL,MSY,369
WN,SEA,SMF,211
WN,PIT,TPA,112
WN,DEN,OAK,211
WN,MCI,MKE,118
WN,ABQ,STL,56
WN,BWI,SAT,103
WN,PHX,SFO,257
WN,HRL,SAT,96
WN,FLL,ISP,168
WN,LAS,OKC,109
WN,AUS,MDW,103
WN,BNA,CMH,103
WN,BWI,PHX,168
WN,DEN,MCI,267
WN,FLL,MDW,224
WN,LAS,MSY,112
WN,DEN,MCO,160
WN,LAS,LAX,643
WN,MDW,TUS,112
WN,DEN,SMF,156
WN,LAX,PHX,573
WN,MCI,TPA,112
WN,BWI,HOU,157
WN,SAN,TUS,209
WN,BWI,MSY,106
WN,SDF,STL,97
WN,DEN,TUS,109
WN,BWI,OKC,56
WN,DEN,TUL,156
WN,LAX,MSY,56
WN,BWI,ECP,112
WN,LAX,TUS,267
WN,BUR,OAK,680
WN,BNA,ORF,56
WN,PVD,TPA,112
WN,LIT,PHX,56
WN,ECP,MCO,112
WN,MCO,PVD,280
WN,GEG,PDX,149
WN,BUF,BWI,270
WN,PHX,SAT,160
WN,MDW,MHT,159
WN,AUS,BNA,104
WN,ABQ,LAS,263
WN,SAN,SJC,479
WN,AUS,DAL,610
WN,LAS,MHT,56
WN,PHX,SNA,408
WN,MSY,STL,56
WN,CMH,PHX,56
WN,CMH,MCO,168
WN,LAS,MAF,56
WN,DEN,STL,208
WN,LAS,RDU,56
WN,BUF,FLL,64
WN,BWI,STL,203
WN,BWI,DTW,158
WN,LAS,TUS,271
WN,PHL,PVD,211
WN,IND,MCO,56
WN,LAS,TUL,64
WN,ELP,PHX,306
WN,IND,MCI,101
WN,BOS,STL,112
WN,HOU,TUL,193
WN,BHM,MCO,112
WN,MDW,TPA,260
WN,MCI,OKC,101
WN,BOI,PDX,104
WN,BHM,SDF,56
WN,LIT,STL,104
WN,ABQ,BWI,56
WN,MCO,SAT,56
WN,ECP,HOU,112
WN,AUS,BWI,103
WN,BDL,BWI,382
WN,ABQ,OAK,101
WN,MCO,MSY,224
WN,MCI,SAN,103
WN,DTW,MDW,315
WN,LAX,STL,109
WN,IND,MDW,159
WN,GEG,SLC,56
WN,LAS,SMF,430
WN,BOI,SEA,108
WN,IND,PHX,100
WN,PDX,SMF,314
WN,ALB,BWI,251
WN,ALB,TPA,56
WN,DEN,OKC,168
WN,FLL,MSY,104
WN,MSP,STL,104
WN,PHL,RSW,56
WN,BDL,MCO,168
WN,IND,TPA,56
WN,OAK,PHX,320
WN,MDW,PVD,155
WN,DAL,ELP,364
WN,LAX,SFO,577
WN,FLL,PHX,56
WN,BUF,LAS,84
WN,PHX,SAN,622
WN,PBI,TPA,201
WN,AUS,DEN,159
WN,FLL,PHL,168
WN,FLL,RDU,56
WN,BOI,SLC,104
WN,BDL,BNA,56
WN,LAS,SDF,56
WN,ABQ,DEN,158
WN,MDW,PHL,308
WN,PHX,SJC,301
WN,DEN,IAD,112
WN,MDW,PHX,363
WN,LAS,ONT,421
WN,LAS,LIT,56
WN,BUF,MDW,166
WN,MCO,SDF,56
WN,BDL,LAS,56
WN,BWI,SLC,56
WN,FLL,HOU,112
WN,MDW,SDF,207
WN,BNA,CLE,104
WN,OAK,SNA,371
WN,HOU,LAS,216
WN,DEN,SLC,312
WN,BNA,STL,104
WN,HOU,LAX,208
WN,CMH,LAS,112
WN,ORF,TPA,56
WN,DAL,OKC,256
WN,LAS,RNO,546
WN,MCI,PDX,56
WN,LIT,MDW,56
WN,ISP,MCO,224
WN,BWI,LGA,163
WN,BDL,TPA,112
WN,AUS,ELP,198
WN,BNA,HOU,205
WN,LAX,SAT,96
WN,AUS,OAK,56
WN,BDL,MDW,109
WN,OAK,ONT,419
WN,BDL,DEN,56
WN,BNA,RDU,200
WN,STL,TUL,96
WN,LAS,SAT,216
WN,SEA,SJC,101
WN,LAS,SAN,648
WN,BWI,PVD,454
WN,BHM,BWI,152
WN,ELP,LAS,168
WN,SJC,SNA,365
WN,MDW,RNO,56
WN,ELP,LAX,137
WN,BWI,DEN,207
WN,BNA,SAT,103
WN,LAS,OMA,112
WN,ABQ,MCI,56
WN,HOU,TPA,214
WN,BWI,MKE,154
WN,LAS,PIT,112
WN,JAX,ORF,104
WN,ABQ,MDW,111
WN,LAX,MDW,267
WN,BNA,ECP,112
WN,BWI,ISP,292
WN,ABQ,DAL,412
WN,PHX,RDU,56
WN,BHM,BNA,112
WN,MDW,MSY,56
WN,DEN,PDX,153
WN,DEN,SAN,267
WN,ISP,MDW,152
WN,BHM,TPA,104
WN,MCO,PHX,56
WN,IND,LAS,112
WN,HOU,STL,200
WN,JAX,TPA,155
WN,BWI,RSW,148
WN,DEN,SAT,112
WN,AUS,MCO,56
WN,MCO,PHL,308
WN,FLL,STL,56
WN,LGA,MDW,267
WN,AUS,TPA,56
WN,HOU,MCO,219
WN,BHM,LAS,56
WN,AUS,SJC,104
WN,LAX,OAK,739
WN,MCI,PHX,167
WN,LAS,SJC,432
WN,LAX,SJC,518
WN,PDX,SJC,200
WN,MKE,PHX,112
WN,PHX,STL,162
WN,CLE,STL,48
WN,DAL,TUL,256
WN,BOI,RNO,105
WN,BOS,PHL,416
WN,HOU,HRL,358
WN,BOS,PHX,56
WN,ONT,SJC,261
WN,LIT,PIT,6
WN,BNA,FLL,112
WN,PHX,TUL,109
EV,MEM,RDU,52
EV,ATL,TLH,444
EV,DTW,OKC,106
EV,DSM,ATL,97
EV,DTW,SAT,27
EV,IAD,ROA,60
EV,MEM,OMA,86
EV,IAD,ROC,83
EV,ABY,ATL,148
EV,ATL,CSG,212
EV,DTW,GSP,17
EV,MEM,ECP,101
EV,MEM,GPT,136
EV,BDL,DTW,54
EV,ATL,BQK,140
EV,MEM,LIT,104
EV,ATL,JAN,356
EV,ATL,GSP,332
EV,DFW,DTW,38
EV,MEM,TPA,52
EV,DTW,ORD,17
EV,DTW,ORF,56
EV,IAD,JAX,71
EV,ATL,IND,4
EV,ATL,MDT,214
EV,OMA,ATL,185
EV,ATL,ECP,328
EV,ATL,BMI,210
EV,MEM,STL,26
EV,ORD,PWM,4
EV,SYR,ORD,8
EV,ATL,GSO,248
EV,AGS,ATL,512
EV,DTW,TUL,102
EV,CVG,IAD,20
EV,CLT,DTW,24
EV,ATL,MOB,440
EV,ROC,ORD,25
EV,ATL,MTJ,52
EV,BTR,MEM,112
EV,MEM,XNA,152
EV,CVG,DCA,30
EV,ATL,FWA,2
EV,ORD,PNS,28
EV,ATL,SWF,47
EV,EVV,MEM,24
EV,ATL,CLE,176
EV,IAD,PVD,8
EV,ATL,MGM,372
EV,MFE,MEM,45
EV,ATL,GTR,56
EV,DCA,STL,152
EV,ATL,CLT,28
EV,CAE,IAD,184
EV,CAK,ATL,316
EV,JAN,DTW,50
EV,SAV,ORD,86
EV,ATL,ATW,56
EV,SAV,IAD,48
EV,DTW,EWR,92
EV,ORD,BUF,10
EV,CVG,MEM,1
EV,ATL,LEX,346
EV,MEM,PNS,69
EV,ATL,SHV,256
EV,LEX,DTW,4
EV,ATL,SGF,147
EV,CHA,DTW,23
EV,SAV,ATL,128
EV,DTW,PIT,12
EV,MEM,DCA,46
EV,CAE,ORD,108
EV,ATL,HSV,466
EV,CLE,DTW,2
EV,FLL,TLH,52
EV,ATL,MHT,2
EV,ATL,TRI,347
EV,MSN,ATL,56
EV,ABE,ATL,112
EV,ORD,ORF,44
EV,DTW,MCI,76
EV,GSO,IAD,84
EV,GSP,CVG,1
EV,ATL,VLD,158
EV,ORD,CMH,20
EV,MLU,MEM,100
EV,AEX,ATL,260
EV,PIT,IAD,8
EV,ATL,IAD,44
EV,JAX,MEM,32
EV,OMA,DTW,132
EV,ATL,IAH,62
EV,DTW,GRR,28
EV,DTW,IAH,65
EV,DTW,RDU,2
EV,SGF,MEM,58
EV,CHS,ORD,4
EV,PIT,DFW,1
EV,BOS,DTW,17
EV,LIT,ATL,384
EV,HSV,MEM,116
EV,MCI,MEM,74
EV,BWI,MEM,48
EV,ATL,MYR,262
EV,CRW,ATL,259
EV,CVG,EWR,46
EV,ALB,ATL,61
EV,IAD,JFK,224
EV,GSP,IAD,24
EV,BDL,DCA,88
EV,ATL,GRK,112
EV,MEM,GTR,56
EV,ATL,MSY,6
EV,MEM,CLE,54
EV,CVG,BWI,24
EV,ATL,PIT,109
EV,EWR,ATL,22
EV,GSO,ORD,38
EV,CVG,DFW,21
EV,IAD,LGA,156
EV,DCA,MSN,28
EV,DEN,CVG,4
EV,ATL,DAB,6
EV,CVG,ORD,68
EV,BTV,IAD,53
EV,MEM,VPS,134
EV,PIT,CVG,12
EV,IAD,ALB,93
EV,EWR,MEM,89
EV,IAD,DAY,2
EV,ATL,FNT,63
EV,MEM,SHV,154
EV,ATL,LFT,156
EV,ATL,EVV,158
EV,MEM,MOB,160
EV,ATL,SBN,8
EV,IND,DCA,2
EV,ATL,ORD,2
EV,BUF,IAD,71
EV,ATL,ORF,4
EV,CLT,MEM,86
EV,ORF,IAD,44
EV,ATL,HPN,220
EV,ATL,SDF,317
EV,BOS,CVG,2
EV,VPS,ATL,522
EV,ATL,BTR,420
EV,ORD,SBN,52
EV,ATL,GRR,99
EV,DTW,MHT,54
EV,IAD,MHT,24
EV,MEM,MLI,24
EV,CHS,IAD,46
EV,CVG,CLE,2
EV,ATL,ICT,116
EV,DEN,MEM,64
EV,ATL,CAE,578
EV,ATL,PHF,66
EV,ATL,OKC,197
EV,CVG,PHL,32
EV,ATL,DHN,214
EV,OKC,MEM,48
EV,MEM,DTW,2
EV,ATL,LWB,56
EV,ATL,GPT,204
EV,ATL,EWN,112
EV,BNA,DTW,54
EV,ATL,ELP,32
EV,MEM,IAH,36
EV,IAD,SYR,4
EV,ATL,HOU,30
EV,ATL,CMH,38
EV,ATL,MLB,74
EV,JAN,DCA,29
EV,MEM,JAN,160
EV,MEM,LFT,112
EV,ATL,MLI,222
EV,ATL,MLU,158
EV,DFW,MEM,35
EV,ATL,EYW,56
EV,ATL,TUL,110
EV,IAD,DTW,53
EV,ATL,ROA,214
EV,LEX,MEM,56
EV,ATL,DTW,2
EV,XNA,DTW,2
EV,DTW,JAX,110
EV,CVG,DTW,108
EV,MEM,MSY,20
EV,ORD,MHT,4
EV,ATL,ILM,325
EV,IAD,PWM,109
EV,BOS,DCA,447
EV,SBN,DTW,8
EV,ATL,BHM,430
EV,ELM,DTW,108
EV,ATL,CHO,158
EV,IAD,PNS,56
EV,DTW,DCA,47
EV,ORD,BTV,2
EV,MCI,CVG,2
EV,GNV,ATL,364
EV,PHL,MEM,63
EV,ATL,SYR,100
EV,ATL,BNA,110
EV,BNA,MEM,64
EV,DTW,ABE,4
EV,ATL,MEM,66
EV,HSV,IAD,84
EV,ATL,MEI,104
EV,CVG,ATL,28
EV,ATL,PNS,2
EV,MEM,MGM,154
EV,ATL,OAJ,212
EV,MEM,TUL,67
EV,ATL,TYS,384
EV,ATL,XNA,230
EV,DAY,ORD,26
EV,STL,CVG,26
EV,ATL,AVL,448
EV,CHA,ATL,518
EV,ALB,DTW,4
EV,FAY,ATL,482
EV,AUS,DTW,28
EV,FWA,CVG,2
EV,CMH,IAD,56
EV,ATL,CHS,8
FL,BWI,SRQ,44
FL,ROC,RSW,18
FL,ATL,RIC,196
FL,LEX,MCO,32
FL,MDW,RSW,136
FL,MCO,PWM,8
FL,MCI,MCO,26
FL,MCO,SJU,112
FL,AVL,MCO,24
FL,ATL,UTM,32
FL,EYW,MCO,56
FL,FLL,MKE,44
FL,BWI,CLT,108
FL,DCA,RSW,56
FL,ACY,ATL,112
FL,ATL,IND,178
FL,ABE,MCO,44
FL,ATL,PBI,168
FL,ATL,JAX,208
FL,BWI,ROC,112
FL,IND,TPA,100
FL,ATL,BMI,160
FL,MCO,PIT,128
FL,MKE,MSP,156
FL,MCO,DFW,44
FL,GRR,MCO,56
FL,CMH,FLL,44
FL,FLL,LEX,24
FL,FNT,RSW,44
FL,BWI,PBI,44
FL,ATL,LGA,407
FL,DAY,MCO,56
FL,BUF,RSW,14
FL,ATL,CLT,128
FL,CMH,RSW,100
FL,TPA,DAY,45
FL,CRW,MCO,24
FL,DTW,MCO,100
FL,CAK,MCO,95
